Month,Report Date,Central in Loads,National in Loads,Eastcoast in Loads,Westcoast in Loads,Central in Pounds,National in Pounds,Eastcoast in Pounds,Westcoast in Pounds
Nov-24,11/15/2024,384.32,477.27,32.48,60.47,"15,372,853","19,090,645","1,299,124","2,418,668"
Nov-24,11/8/2024,385.3,498.05,33.45,0,"15,411,893","19,922,083","1,337,950",0
Nov-24,11/1/2024,387.61,494.61,29.15,0,"15,504,385","19,784,383","1,165,974",0
Oct-24,10/25/2024,384.77,489.45,32.19,0,"15,390,926","19,578,098","1,287,597",0
Oct-24,10/18/2024,379.56,475.69,30.05,0,"15,182,441","19,027,503","1,201,971",0
Oct-24,10/11/2024,387.42,490.13,34.05,0,"15,496,861","19,605,317","1,361,876",0
Oct-24,10/4/2024,363.16,441.05,20.49,57.4,"14,526,490","17,642,006","819,677","2,295,839"
Sep-24,9/27/2024,388.88,474.38,21.52,0,"15,555,382","18,975,306","860,797",0
Sep-24,9/20/2024,371.24,466.93,28.31,0,"14,849,712","18,677,275","1,132,538",0
Sep-24,9/13/2024,383.5,495.36,31.87,0,"15,340,038","19,814,205","1,274,714",0
Sep-24,9/6/2024,335.26,427.71,30.93,0,"13,410,306","17,108,268","1,237,120",0
Aug-24,8/30/2024,372.42,474.52,35.01,0,"14,896,845","18,980,912","1,400,590",0
Aug-24,8/23/2024,369.49,463.11,23.9,0,"14,779,743","18,524,546","956,191",0
Aug-24,8/16/2024,362.07,482.93,41.14,79.73,"14,482,691","19,317,146","1,645,409","3,189,046"
Aug-24,8/9/2024,375.4,485.04,24.22,85.42,"15,015,999","19,401,769","968,906","3,416,864"
Aug-24,8/2/2024,375.93,489.58,29.79,83.86,"15,037,378","19,583,278","1,191,551","3,354,349"
Jul-24,7/26/2024,405.79,530.9,21.76,103.34,"16,231,580","21,235,847","870,525","4,133,742"
Jul-24,7/19/2024,368.07,492.12,32.05,92,"14,722,775","19,684,792","1,281,958","3,680,059"
Jul-24,7/12/2024,387.4,514.29,25.25,101.64,"15,495,997","20,571,572","1,009,904","4,065,671"
Jul-24,7/5/2024,354.7,472.79,22.62,95.46,"14,188,112","18,911,560","904,993","3,818,455"
Jun-24,6/28/2024,361.26,495.85,34.7,99.89,"14,450,319","19,833,841","1,388,107","3,995,415"
Jun-24,6/21/2024,374.73,522.99,50.64,97.62,"14,989,103","20,919,761","2,025,750","3,904,908"
Jun-24,6/14/2024,392.88,503.25,20.54,89.84,"15,715,197","20,130,166","821,567","3,593,402"
Jun-24,6/7/2024,379.39,498.53,30.82,88.32,"15,175,409","19,941,265","1,232,949","3,532,907"
May-24,5/31/2024,390.51,500.86,33.48,76.88,"15,620,427","20,034,574","1,339,089","3,075,058"
May-24,5/24/2024,369.4,494.55,36.14,89.02,"14,775,883","19,782,097","1,445,413","3,560,801"
May-24,5/17/2024,412.36,545.83,32.98,100.49,"16,494,286","21,833,063","1,319,353","4,019,424"
May-24,5/10/2024,414.54,545.87,41.8,89.53,"16,581,550","21,834,623","1,672,062","3,581,011"
May-24,5/3/2024,422.56,551.24,39.36,89.32,"16,902,220","22,049,548","1,574,496","3,572,832"
Apr-24,4/26/2024,397.2,518.8,35.69,85.91,"15,887,906","20,752,090","1,427,756","3,436,428"
Apr-24,4/19/2024,421.17,547.22,33.91,92.14,"16,846,868","21,888,668","1,356,265","3,685,535"
Apr-24,4/12/2024,398.63,534.19,38.96,96.6,"15,945,131","21,367,765","1,558,454","3,864,180"
Apr-24,4/5/2024,396.99,531.11,37.65,96.47,"15,879,704","21,244,387","1,506,073","3,858,610"
Mar-24,3/29/2024,375.15,528.2,41.54,111.5,"15,006,193","21,127,823","1,661,692","4,459,938"
Mar-24,3/22/2024,401.39,536.48,40.56,94.53,"16,055,500","21,459,154","1,622,501","3,781,153"
Mar-24,3/15/2024,379.57,520.9,46.85,94.48,"15,182,995","20,836,051","1,873,824","3,779,232"
Mar-24,3/8/2024,388.4,511.07,29.26,93.42,"15,535,959","20,442,965","1,170,295","3,736,711"
Mar-24,3/1/2024,385.96,532.91,48.92,98.03,"15,438,500","21,316,544","1,956,773","3,921,271"
Feb-24,2/23/2024,393.86,532.2,43.27,95.06,"15,754,527","21,287,882","1,730,914","3,802,441"
Feb-24,2/16/2024,404.08,546.32,48.25,93.99,"16,163,221","21,852,600","1,929,976","3,759,403"
Feb-24,2/9/2024,422.61,556.52,51.21,82.7,"16,904,357","22,260,697","2,048,271","3,308,069"
Feb-24,2/2/2024,404.49,522.59,30.18,87.91,"16,179,592","20,903,524","1,207,385","3,516,547"
Jan-24,1/26/2024,402.18,534.25,36.04,96.03,"16,087,093","21,369,858","1,441,689","3,841,076"
Jan-24,1/19/2024,450.47,597.61,34.7,112.44,"18,018,908","23,904,416","1,388,108","4,497,400"
Jan-24,1/12/2024,434.34,586.35,49.07,102.93,"17,373,796","23,453,852","1,962,998","4,117,058"
Jan-24,1/5/2024,434.87,561.72,22,104.86,"17,394,627","22,468,968","879,836","4,194,505"
Dec-23,12/29/2023,351.37,447.06,21.77,73.91,"14,054,938","17,882,251","870,742","2,956,571"
Dec-23,12/22/2023,408.36,540.53,36.77,95.4,"16,334,250","21,621,177","1,470,843","3,816,084"
Dec-23,12/15/2023,419.79,541.91,28.77,93.36,"16,791,511","21,676,435","1,150,629","3,734,295"
Dec-23,12/8/2023,449.59,580.96,36.6,94.77,"17,983,746","23,238,329","1,463,921","3,790,662"
Dec-23,12/1/2023,460.18,598.22,37.02,101.03,"18,407,266","23,928,912","1,480,605","4,041,041"
Nov-23,11/24/2023,340.42,468.11,32.38,95.31,"13,616,994","18,724,394","1,295,178","3,812,222"
Nov-23,11/17/2023,417.3,546.95,28.99,100.66,"16,691,976","21,877,940","1,159,575","4,026,389"
Nov-23,11/10/2023,429.88,564.86,39.65,95.32,"17,195,213","22,594,279","1,586,092","3,812,974"
Nov-23,11/3/2023,408.65,561.71,36.05,117.01,"16,345,913","22,468,240","1,441,847","4,680,480"
Oct-23,10/27/2023,439.61,572.54,35.06,97.87,"17,584,332","22,901,540","1,402,444","3,914,764"
Oct-23,10/20/2023,432.5,564.08,36.34,95.24,"17,299,869","22,563,078","1,453,680","3,809,529"
Oct-23,10/13/2023,426.9,558.3,33,98.4,"17,075,957","22,332,121","1,320,022","3,936,142"
Oct-23,10/6/2023,415.81,550.04,50.74,83.49,"16,632,501","22,001,717","2,029,572","3,339,644"
Sep-23,9/29/2023,397.49,485.63,19.65,68.49,"15,899,567","19,425,149","786,138","2,739,444"
Sep-23,9/22/2023,437.7,574.59,40.44,96.45,"17,508,019","22,983,456","1,617,466","3,857,971"
Sep-23,9/15/2023,439.31,565.57,29.25,97.02,"17,572,360","22,622,841","1,169,845","3,880,636"
Sep-23,9/8/2023,373.98,483.17,27.61,81.59,"14,959,089","19,326,865","1,104,328","3,263,448"
Sep-23,9/1/2023,408.31,521.69,27.03,86.35,"16,332,547","20,867,666","1,081,279","3,453,840"
Aug-23,8/25/2023,437.17,556.11,28.27,90.67,"17,486,825","22,244,550","1,130,799","3,626,926"
Aug-23,8/18/2023,341.46,463.08,29.15,92.47,"13,658,456","18,523,248","1,166,112","3,698,680"
Aug-23,8/11/2023,481.13,603.8,26.21,96.46,"19,245,232","24,151,862","1,048,356","3,858,274"
Aug-23,8/4/2023,415.74,538.9,30.2,92.96,"16,629,634","21,555,881","1,207,998","3,718,249"
Jul-23,7/28/2023,425.84,537.27,23.35,88.09,"17,033,403","21,490,840","933,872","3,523,565"
Jul-23,7/21/2023,446.95,573.59,29.16,97.48,"17,877,959","22,943,586","1,166,236","3,899,391"
Jul-23,7/14/2023,349.79,471.27,25.97,95.51,"13,991,771","18,850,837","1,038,651","3,820,415"
Jul-23,7/7/2023,371.73,486.92,21.79,93.4,"14,869,354","19,476,771","871,573","3,735,844"
Jun-23,6/30/2023,396.22,528.46,34.51,97.73,"15,848,684","21,138,438","1,380,407","3,909,347"
Jun-23,6/23/2023,353.2,476.59,27.76,95.63,"14,128,166","19,063,687","1,110,229","3,825,292"
Jun-23,6/16/2023,430.25,564.74,24.35,110.14,"17,210,175","22,589,688","974,024","4,405,489"
Jun-23,6/9/2023,475.52,607.77,18.78,113.46,"19,020,996","24,310,766","751,357","4,538,413"
Jun-23,6/2/2023,396.61,520.72,30.54,93.58,"15,864,263","20,828,830","1,221,502","3,743,065"
May-23,5/26/2023,397.44,500.46,18.9,84.12,"15,897,764","20,018,447","756,013","3,364,670"
May-23,5/19/2023,378.72,495.1,24.24,92.14,"15,148,799","19,803,925","969,652","3,685,474"
May-23,5/12/2023,439.48,575.88,27.83,108.57,"17,579,373","23,035,291","1,113,032","4,342,886"
May-23,5/5/2023,442.23,567.24,28.85,96.17,"17,689,241","22,689,662","1,153,821","3,846,600"
Apr-23,4/28/2023,449.85,577.93,31.35,96.73,"17,993,891","23,117,002","1,254,067","3,869,044"
Apr-23,4/21/2023,421.41,543.19,23.37,98.41,"16,856,231","21,727,501","934,679","3,936,591"
Apr-23,4/14/2023,418.51,549,31.09,99.39,"16,740,531","21,959,931","1,243,682","3,975,718"
Apr-23,4/7/2023,411.57,542.79,27.23,104,"16,462,661","21,711,690","1,089,142","4,159,887"
Mar-23,3/31/2023,387.45,512.04,26.34,98.25,"15,498,114","20,481,464","1,053,427","3,929,923"
Mar-23,3/24/2023,431.88,563.08,38.67,92.54,"17,275,061","22,523,252","1,546,681","3,701,510"
Mar-23,3/17/2023,418.51,562.59,22.68,121.4,"16,740,592","22,503,467","907,057","4,855,818"
Mar-23,3/10/2023,434.95,578.29,29.83,113.51,"17,397,999","23,131,626","1,193,226","4,540,401"
Mar-23,3/3/2023,415.37,540.58,21.74,103.46,"16,614,746","21,623,011","869,703","4,138,562"
Feb-23,2/24/2023,408.15,543.65,25.65,109.84,"16,326,161","21,745,976","1,026,103","4,393,712"
Feb-23,2/17/2023,404.32,555.28,25.05,125.92,"16,172,611","22,211,397","1,001,988","5,036,798"
Feb-23,2/10/2023,407.02,524.15,15.21,101.92,"16,280,880","20,966,143","608,334","4,076,929"
Feb-23,2/3/2023,400.57,531.36,28.83,101.96,"16,022,896","21,254,568","1,153,151","4,078,521"
Jan-23,1/27/2023,381.91,532.5,27.1,123.48,"15,276,586","21,300,035","1,084,076","4,939,373"
Jan-23,1/20/2023,401.3,541.26,31.16,108.8,"16,051,944","21,650,338","1,246,378","4,352,016"
Jan-23,1/13/2023,390.07,521.49,26.97,104.45,"15,602,718","20,859,761","1,078,849","4,178,194"
Jan-23,1/6/2023,392.52,518.55,19.38,106.64,"15,700,926","20,741,899","775,347","4,265,626"
Dec-22,12/30/2022,312.14,420.87,22.68,86.05,"12,485,526","16,834,610","907,212","3,441,872"
Dec-22,12/23/2022,394.71,506.37,29.46,82.2,"15,788,509","20,254,898","1,178,552","3,287,837"
Dec-22,12/16/2022,426.75,548.36,33.66,87.95,"17,070,077","21,934,547","1,346,453","3,518,017"
Dec-22,12/9/2022,416.84,546.22,38.21,91.17,"16,673,785","21,848,619","1,528,211","3,646,623"
Dec-22,12/2/2022,459.15,588.8,29.71,99.94,"18,366,138","23,551,987","1,188,293","3,997,556"
Nov-22,11/25/2022,405.58,527.83,26.68,95.57,"16,223,117","21,113,190","1,067,310","3,822,763"
Nov-22,11/18/2022,391.91,529.77,37.23,100.63,"15,676,484","21,190,906","1,489,318","4,025,104"
Nov-22,11/11/2022,450.76,544.63,28.75,65.12,"18,030,386","21,785,078","1,149,920","2,604,772"
Nov-22,11/4/2022,436.82,583.29,40.73,105.74,"17,472,802","23,331,684","1,629,357","4,229,525"
Oct-22,10/28/2022,424.73,545.26,28.97,91.56,"16,989,397","21,810,491","1,158,892","3,662,202"
Oct-22,10/21/2022,446.35,591.4,32.53,112.52,"17,854,047","23,655,971","1,301,088","4,500,836"
Oct-22,10/14/2022,444.54,577.1,31.84,100.72,"17,781,604","23,084,154","1,273,788","4,028,762"
Oct-22,10/7/2022,437.27,530.44,35.07,58.11,"17,490,621","21,217,693","1,402,736","2,324,336"
Sep-22,9/30/2022,427.05,551.4,25.35,99.01,"17,081,826","22,055,998","1,013,916","3,960,256"
Sep-22,9/23/2022,435.55,559.12,25.25,98.32,"17,422,019","22,364,786","1,010,064","3,932,703"
Sep-22,9/16/2022,438.99,579.78,37.75,103.04,"17,559,672","23,191,137","1,509,995","4,121,470"
Sep-22,9/9/2022,411.44,543.87,36.37,96.06,"16,457,465","21,754,643","1,454,716","3,842,462"
Sep-22,9/2/2022,398.68,544.79,24.98,121.13,"15,947,231","21,791,512","999,032","4,845,249"
Aug-22,8/26/2022,439.91,572.73,31.93,100.88,"17,596,513","22,909,023","1,277,360","4,035,150"
Aug-22,8/19/2022,431.24,563.2,32.92,99.05,"17,249,480","22,528,132","1,316,660","3,961,992"
Aug-22,8/12/2022,465.73,602.7,36.16,100.81,"18,629,157","24,108,193","1,446,553","4,032,483"
Aug-22,8/5/2022,446.81,575.83,33.02,96,"17,872,593","23,033,325","1,320,915","3,839,817"
Jul-22,7/29/2022,424.06,597.31,52.08,121.16,"16,962,570","23,892,382","2,083,245","4,846,567"
Jul-22,7/22/2022,471.91,601.27,22.34,107.02,"18,876,445","24,050,881","893,736","4,280,700"
Jul-22,7/15/2022,429.31,567.62,37.92,100.39,"17,172,562","22,704,983","1,516,872","4,015,549"
Jul-22,7/8/2022,398.34,534.2,37.18,98.69,"15,933,561","21,368,064","1,487,023","3,947,480"
Jul-22,7/1/2022,402.42,532.16,22.93,106.81,"16,096,661","21,286,332","917,377","4,272,294"
Jun-22,6/24/2022,422.36,560.93,39.52,99.05,"16,894,545","22,437,331","1,580,889","3,961,897"
Jun-22,6/17/2022,445.67,580.85,28.73,106.46,"17,826,603","23,234,088","1,149,101","4,258,384"
Jun-22,6/10/2022,387.48,519.56,36.37,95.71,"15,499,382","20,782,532","1,454,611","3,828,539"
Jun-22,6/3/2022,394.7,522.59,29.19,98.7,"15,788,124","20,903,653","1,167,674","3,947,855"
May-22,5/27/2022,425.88,543.32,36.31,81.14,"17,035,034","21,732,878","1,452,382","3,245,462"
May-22,5/20/2022,462.09,610.12,30.37,117.67,"18,483,401","24,404,957","1,214,818","4,706,738"
May-22,5/13/2022,481.11,615.3,30.8,103.39,"19,244,476","24,612,023","1,232,095","4,135,452"
May-22,5/6/2022,407.42,551.44,31.03,112.99,"16,296,609","22,057,616","1,241,398","4,519,609"
Apr-22,4/29/2022,419.9,567.38,38.13,109.35,"16,795,947","22,695,142","1,525,209","4,373,986"
Apr-22,4/22/2022,451.46,574.48,24.69,98.34,"18,058,209","22,979,282","987,607","3,933,466"
Apr-22,4/15/2022,435.11,569.67,35.67,98.9,"17,404,447","22,786,965","1,426,702","3,955,816"
Apr-22,4/8/2022,451,595.26,33.82,110.43,"18,040,125","23,810,317","1,352,854","4,417,338"
Apr-22,4/1/2022,448.13,571.96,29.42,94.41,"17,925,056","22,878,462","1,176,885","3,776,521"
Mar-22,3/25/2022,486.9,624.46,33.76,103.81,"19,475,966","24,978,578","1,350,305","4,152,307"
Mar-22,3/18/2022,431.4,571.2,32.08,107.72,"17,255,841","22,848,046","1,283,336","4,308,869"
Mar-22,3/11/2022,466.94,599.46,30.28,102.23,"18,677,695","23,978,328","1,211,310","4,089,323"
Mar-22,3/4/2022,417.23,567.5,46.19,104.08,"16,689,068","22,699,810","1,847,491","4,163,251"
Feb-22,2/25/2022,426.28,555.29,27.37,101.63,"17,051,176","22,211,444","1,094,924","4,065,344"
Feb-22,2/18/2022,466.94,598.51,29.64,101.93,"18,677,721","23,940,460","1,185,663","4,077,076"
Feb-22,2/11/2022,442.89,572.46,30.34,99.23,"17,715,636","22,898,443","1,213,671","3,969,136"
Feb-22,2/4/2022,423.03,554.46,32.74,98.7,"16,921,142","22,178,595","1,309,556","3,947,897"
Jan-22,1/28/2022,425.57,555.32,31.54,98.21,"17,022,936","22,212,759","1,261,452","3,928,371"
Jan-22,1/21/2022,413.19,552.97,30.59,109.19,"16,527,516","22,118,868","1,223,771","4,367,581"
Jan-22,1/14/2022,467.95,609.84,32.54,109.35,"18,718,139","24,393,771","1,301,795","4,373,837"
Jan-22,1/7/2022,531.74,687.78,43.33,112.71,"21,269,430","27,511,268","1,733,262","4,508,576"
Dec-21,12/30/2021,390.87,507.09,25.36,90.86,"15,634,885","20,283,762","1,014,280","3,634,597"
Dec-21,12/23/2021,256.62,355.63,29.93,69.07,"10,264,952","14,225,084","1,197,269","2,762,863"
Dec-21,12/17/2021,381.23,506.81,40.43,85.14,"15,249,312","20,272,232","1,617,154","3,405,766"
Dec-21,12/10/2021,427.41,572,45,99.59,"17,096,520","22,879,999","1,800,033","3,983,446"
Dec-21,12/3/2021,398.35,551.76,43.76,109.65,"15,934,043","22,070,312","1,750,368","4,385,901"
Nov-21,11/26/2021,370.31,500.26,35.91,94.05,"14,812,293","20,010,518","1,436,400","3,761,825"
Nov-21,11/19/2021,380.54,524,48.27,95.19,"15,221,483","20,959,981","1,930,825","3,807,673"
Nov-21,11/12/2021,380.42,514.11,34.62,99.07,"15,216,956","20,564,514","1,384,917","3,962,641"
Nov-21,11/5/2021,420.56,583.01,42.93,119.53,"16,822,341","23,320,425","1,717,066","4,781,018"
Oct-21,10/29/2021,415.63,563.05,43.29,104.12,"16,625,333","22,521,817","1,731,677","4,164,807"
Oct-21,10/22/2021,391.87,528.9,50.86,86.17,"15,674,684","21,156,037","2,034,586","3,446,767"
Oct-21,10/15/2021,388.25,515.58,40.02,87.31,"15,530,184","20,623,157","1,600,670","3,492,303"
Oct-21,10/8/2021,395.93,543.01,46.55,100.53,"15,837,215","21,720,275","1,861,825","4,021,235"
Oct-21,10/1/2021,330.66,487.98,37.09,120.23,"13,226,407","19,519,379","1,483,714","4,809,258"
Sep-21,9/24/2021,338.68,476.54,42.37,95.49,"13,547,316","19,061,758","1,694,723","3,819,719"
Sep-21,9/17/2021,391.31,522.02,40.68,90.03,"15,652,540","20,880,996","1,627,098","3,601,358"
Sep-21,9/10/2021,355.58,502.45,42.28,104.59,"14,223,022","20,097,976","1,691,282","4,183,672"
Sep-21,9/3/2021,303.49,436.82,45.41,87.93,"12,139,520","17,472,859","1,816,270","3,517,069"
Aug-21,8/27/2021,385.26,519.25,40.89,93.1,"15,410,453","20,770,056","1,635,556","3,724,047"
Aug-21,8/20/2021,391.52,543.83,58.24,94.07,"15,660,865","21,753,362","2,329,721","3,762,776"
Aug-21,8/13/2021,381.02,518.5,38,99.48,"15,240,745","20,740,037","1,520,164","3,979,128"
Aug-21,8/6/2021,375.54,492.93,30.52,86.87,"15,021,665","19,717,310","1,220,892","3,474,753"
Jul-21,7/30/2021,377.99,514.65,41.68,94.97,"15,119,673","20,585,808","1,667,383","3,798,752"
Jul-21,7/23/2021,409.86,560.29,43.78,106.66,"16,394,270","22,411,757","1,751,225","4,266,262"
Jul-21,7/16/2021,338.86,476.24,37.7,99.67,"13,554,595","19,049,533","1,508,119","3,986,819"
Jul-21,7/9/2021,348.46,474.89,33.99,92.43,"13,938,466","18,995,503","1,359,736","3,697,301"
Jul-21,7/2/2021,320.83,493.14,51.56,120.75,"12,833,348","19,725,607","2,062,276","4,829,983"
Jun-21,6/25/2021,394.31,528.73,45.97,88.45,"15,772,320","21,149,247","1,838,804","3,538,123"
Jun-21,6/18/2021,407.07,551.07,38.76,105.24,"16,282,921","22,042,935","1,550,586","4,209,428"
Jun-21,6/11/2021,401.22,559.09,44.58,113.29,"16,048,669","22,363,611","1,783,292","4,531,650"
Jun-21,6/4/2021,325.98,462.13,38.41,97.73,"13,039,392","18,485,075","1,536,289","3,909,394"
May-21,5/28/2021,330.47,452.27,36.53,85.27,"13,218,743","18,090,756","1,461,271","3,410,742"
May-21,5/21/2021,389.54,546.18,46.73,109.91,"15,581,722","21,847,375","1,869,122","4,396,531"
May-21,5/14/2021,393.07,543.61,47.85,102.7,"15,722,847","21,744,529","1,913,850","4,107,832"
May-21,5/7/2021,398.45,538.69,46.97,93.26,"15,938,137","21,547,440","1,878,874","3,730,429"
Apr-21,4/30/2021,396.94,533.52,39.44,97.14,"15,877,480","21,340,676","1,577,675","3,885,521"
Apr-21,4/23/2021,420.97,581.15,62.26,97.91,"16,838,834","23,245,890","2,490,457","3,916,599"
Apr-21,4/16/2021,367.07,519.83,48.78,103.98,"14,682,901","20,793,041","1,951,026","4,159,114"
Apr-21,4/9/2021,391.29,530.76,40.43,99.04,"15,651,749","21,230,314","1,617,136","3,961,429"
Apr-21,4/2/2021,371,512.52,46.98,94.54,"14,839,852","20,500,870","1,879,279","3,781,739"
Mar-21,3/26/2021,396.4,537.62,46.27,94.96,"15,856,070","21,504,932","1,850,645","3,798,217"
Mar-21,3/19/2021,393.01,545.95,52.88,100.05,"15,720,491","21,837,807","2,115,137","4,002,179"
Mar-21,3/12/2021,403.53,556.45,43.58,109.33,"16,141,165","22,257,897","1,743,360","4,373,372"
Mar-21,3/5/2021,424.9,561.77,40.72,96.15,"16,995,890","22,470,755","1,628,994","3,845,871"
Feb-21,2/26/2021,365.34,511.1,34.87,110.89,"14,613,609","20,443,953","1,394,756","4,435,588"
Feb-21,2/19/2021,309.01,470.99,46.58,115.4,"12,360,387","18,839,620","1,863,394","4,615,839"
Feb-21,2/12/2021,373.04,518.23,39.47,105.72,"14,921,535","20,729,198","1,578,880","4,228,783"
Feb-21,2/5/2021,415.5,559.58,40.44,103.63,"16,620,084","22,383,036","1,617,772","4,145,180"
Jan-21,1/29/2021,377.81,529.06,49.03,102.22,"15,112,436","21,162,314","1,961,026","4,088,852"
Jan-21,1/22/2021,398.36,533.07,44.76,89.95,"15,934,469","21,322,887","1,790,545","3,597,873"
Jan-21,1/15/2021,390.78,540.65,44.49,105.38,"15,631,293","21,625,918","1,779,440","4,215,185"
Jan-21,1/8/2021,447.52,565.13,31.77,85.84,"17,900,715","22,605,189","1,270,865","3,433,609"
Dec-20,12/31/2020,376.95,511.11,44.53,89.63,"15,077,901","20,444,503","1,781,270","3,585,332"
Dec-20,12/23/2020,221.04,319.98,34.85,64.09,"8,841,468","12,799,130","1,393,898","2,563,764"
Dec-20,12/18/2020,375.84,513.15,51.61,85.7,"15,033,498","20,525,944","2,064,319","3,428,127"
Dec-20,12/11/2020,381.86,521.2,56.89,82.45,"15,274,321","20,848,119","2,275,786","3,298,012"
Dec-20,12/4/2020,404.21,566.78,59.2,103.36,"16,168,382","22,671,005","2,368,050","4,134,573"
Nov-20,11/27/2020,333.39,477.3,77.59,66.32,"13,335,587","19,092,127","3,103,705","2,652,835"
Nov-20,11/20/2020,412.69,555.19,53.83,88.67,"16,507,414","22,207,418","2,153,255","3,546,749"
Nov-20,11/13/2020,400.23,548.24,59.84,88.17,"16,009,200","21,929,438","2,393,535","3,526,703"
Nov-20,11/6/2020,405.33,541.56,55.25,80.99,"16,213,163","21,662,455","2,209,827","3,239,465"
Oct-20,10/30/2020,370.72,569.39,56.46,142.22,"14,828,726","22,775,632","2,258,233","5,688,673"
Oct-20,10/23/2020,358.35,493.14,47.87,86.92,"14,333,874","19,725,427","1,914,691","3,476,862"
Oct-20,10/16/2020,359.53,483,50.48,72.99,"14,381,202","19,320,144","2,019,382","2,919,560"
Oct-20,10/9/2020,360.53,518.43,63.66,94.25,"14,421,106","20,737,229","2,546,281","3,769,842"
Oct-20,10/2/2020,387.22,484.69,52.87,44.6,"15,488,919","19,387,773","2,114,961","1,783,893"
Sep-20,9/25/2020,355.17,491.84,51.84,84.82,"14,206,897","19,673,407","2,073,559","3,392,951"
Sep-20,9/18/2020,358.63,495.55,53.76,83.16,"14,345,380","19,821,975","2,150,379","3,326,216"
Sep-20,9/11/2020,345.85,476.07,42.27,87.94,"13,834,126","19,042,757","1,690,892","3,517,739"
Sep-20,9/4/2020,311.74,429.63,50.14,67.75,"12,469,785","17,185,106","2,005,457","2,709,864"
Aug-20,8/28/2020,376.41,554.85,56.98,121.46,"15,056,280","22,193,849","2,279,178","4,858,391"
Aug-20,8/21/2020,376.16,510.12,50.61,83.35,"15,046,217","20,404,687","2,024,407","3,334,063"
Aug-20,8/14/2020,375.91,494.09,41.77,76.41,"15,036,465","19,763,585","1,670,749","3,056,371"
Aug-20,8/7/2020,358.56,471.88,28.17,85.15,"14,342,532","18,875,368","1,126,749","3,406,087"
Jul-20,7/31/2020,355.31,478.91,46.36,77.24,"14,212,438","19,156,315","1,854,349","3,089,528"
Jul-20,7/24/2020,380.14,515.44,51.17,84.12,"15,205,726","20,617,578","2,046,931","3,364,921"
Jul-20,7/17/2020,345.49,470.67,51.19,73.99,"13,819,761","18,826,639","2,047,432","2,959,446"
Jul-20,7/10/2020,444.52,591.63,55.4,91.71,"17,780,862","23,665,250","2,215,816","3,668,572"
Jul-20,7/2/2020,274.3,381.78,30.68,76.8,"10,972,164","15,271,144","1,227,000","3,071,980"
Jun-20,6/26/2020,348.68,473.96,50.37,74.92,"13,947,182","18,958,546","2,014,620","2,996,744"
Jun-20,6/19/2020,339.69,499.15,62.32,97.14,"13,587,623","19,966,162","2,492,920","3,885,619"
Jun-20,6/12/2020,331.59,498.72,73.35,93.78,"13,263,560","19,948,689","2,934,112","3,751,017"
Jun-20,6/5/2020,352.1,476.62,48.21,76.32,"14,083,912","19,064,875","1,928,214","3,052,749"
May-20,5/29/2020,290.26,407.37,48.51,68.59,"11,610,575","16,294,648","1,940,510","2,743,563"
May-20,5/22/2020,253.16,384.32,56.81,74.35,"10,126,372","15,372,750","2,272,554","2,973,824"
May-20,5/15/2020,275.04,400.14,57.43,67.67,"11,001,452","16,005,603","2,297,305","2,706,846"
May-20,5/8/2020,263.64,383.84,55.28,64.92,"10,545,758","15,353,783","2,211,028","2,596,997"
May-20,5/1/2020,254.73,388.99,57.41,76.85,"10,189,192","15,559,680","2,296,375","3,074,113"
Apr-20,4/24/2020,231.09,367.01,45.98,89.94,"9,243,682","14,680,583","1,839,382","3,597,519"
Apr-20,4/17/2020,274.42,418.01,51.17,92.42,"10,976,731","16,720,461","2,046,766","3,696,964"
Apr-20,4/10/2020,288,426.96,59.18,79.78,"11,520,102","17,078,584","2,367,108","3,191,374"
Apr-20,4/3/2020,303.51,425.89,47.02,75.36,"12,140,254","17,035,481","1,880,871","3,014,356"
Mar-20,3/27/2020,298.38,420.24,53.06,68.8,"11,935,331","16,809,435","2,122,207","2,751,897"
Mar-20,3/20/2020,362.07,518.54,51.45,105.02,"14,482,732","20,741,674","2,058,112","4,200,830"
Mar-20,3/13/2020,373.6,527.06,56.92,96.54,"14,944,067","21,082,501","2,276,739","3,861,695"
Mar-20,3/6/2020,360.49,490.33,37.33,92.51,"14,419,734","19,613,127","1,493,101","3,700,292"
Feb-20,2/28/2020,345.97,505.57,56.18,103.43,"13,838,736","20,222,930","2,247,100","4,137,094"
Feb-20,2/21/2020,340.4,471.39,48.52,82.47,"13,615,969","18,855,643","1,940,893","3,298,781"
Feb-20,2/14/2020,341.57,493.83,58.74,93.52,"13,662,946","19,753,133","2,349,544","3,740,643"
Feb-20,2/7/2020,363.06,493.04,51.19,78.79,"14,522,364","19,721,639","2,047,738","3,151,537"
Jan-20,1/31/2020,358.91,510.33,57.35,94.08,"14,356,403","20,413,335","2,293,821","3,763,111"
Jan-20,1/24/2020,351.11,503.16,64.35,87.7,"14,044,523","20,126,585","2,573,950","3,508,112"
Jan-20,1/17/2020,370.61,536.34,67.02,98.71,"14,824,571","21,453,764","2,680,627","3,948,566"
Jan-20,1/10/2020,384.29,523.89,53.57,86.03,"15,371,525","20,955,439","2,142,782","3,441,132"
Jan-20,1/3/2020,342.2,485.7,54.58,88.92,"13,688,112","19,428,142","2,183,190","3,556,840"
Dec-19,12/27/2019,321.59,427.82,24.38,81.85,"12,863,496","17,112,834","975,326","3,274,012"
